gene,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,Cell28,Cell29,Cell30,Cell31,Cell32,Cell33,Cell34,Cell35,Cell36,Cell37,Cell38,Cell39,Cell40,Cell41,Cell42,Cell43,Cell44,Cell45,Cell46,Cell47,Cell48,Cell49,Cell50,Cell51,Cell52,Cell53,Cell54,Cell55,Cell56,Cell57,Cell58,Cell59,Cell60,Cell61,Cell62,Cell63,Cell64,Cell65,Cell66,Cell67,Cell68,Cell69,Cell70,Cell71,Cell72,Cell73,Cell74,Cell75,Cell76,Cell77,Cell78,Cell79,Cell80,Cell81,Cell82,Cell83,Cell84,Cell85,Cell86,Cell87,Cell88,Cell89,Cell90,Cell91,Cell92,Cell93,Cell94,Cell95,Cell96,Cell97,Cell98,Cell99,Cell100,Cell101,Cell102,Cell103,Cell104,Cell105,Cell106,Cell107,Cell108,Cell109,Cell110,Cell111,Cell112,Cell113,Cell114,Cell115,Cell116,Cell117,Cell118,Cell119,Cell120,Cell121,Cell122,Cell123,Cell124,Cell125,Cell126,Cell127,Cell128,Cell129,Cell130,Cell131,Cell132,Cell133,Cell134,Cell135,Cell136,Cell137,Cell138,Cell139,Cell140,Cell141,Cell142,Cell143,Cell144,Cell145,Cell146,Cell147,Cell148,Cell149,Cell150,Cell151,Cell152,Cell153,Cell154,Cell155,Cell156,Cell157,Cell158,Cell159,Cell160,Cell161,Cell162,Cell163,Cell164,Cell165,Cell166,Cell167,Cell168,Cell169,Cell170,Cell171,Cell172,Cell173,Cell174,Cell175,Cell176,Cell177,Cell178,Cell179,Cell180,Cell181,Cell182,Cell183,Cell184,Cell185,Cell186,Cell187,Cell188,Cell189,Cell190,Cell191,Cell192,Cell193,Cell194,Cell195,Cell196,Cell197,Cell198,Cell199,Cell200,Cell201,Cell202,Cell203,Cell204,Cell205,Cell206,Cell207,Cell208,Cell209,Cell210,Cell211,Cell212,Cell213,Cell214,Cell215,Cell216,Cell217,Cell218,Cell219,Cell220,Cell221,Cell222,Cell223,Cell224,Cell225,Cell226,Cell227,Cell228,Cell229,Cell230,Cell231,Cell232,Cell233,Cell234,Cell235,Cell236,Cell237,Cell238,Cell239,Cell240,Cell241,Cell242,Cell243,Cell244,Cell245,Cell246,Cell247,Cell248,Cell249,Cell250,Cell251,Cell252,Cell253,Cell254,Cell255,Cell256,Cell257,Cell258,Cell259,Cell260,Cell261,Cell262,Cell263,Cell264,Cell265,Cell266,Cell267,Cell268,Cell269,Cell270,Cell271,Cell272,Cell273,Cell274,Cell275,Cell276,Cell277,Cell278,Cell279,Cell280,Cell281,Cell282,Cell283,Cell284,Cell285,Cell286,Cell287,Cell288,Cell289,Cell290,Cell291,Cell292,Cell293,Cell294,Cell295,Cell296,Cell297,Cell298,Cell299,Cell300
Gene11,15,17,15,12,17,19,22,20,22,18,16,13,17,14,20,13,14,14,21,17,14,18,10,17,10,21,20,15,33,21,14,15,13,12,11,12,20,16,18,14,23,17,19,19,17,21,17,12,11,14,9,17,17,15,10,17,17,13,22,22,12,17,26,15,22,16,21,18,21,20,16,17,14,11,13,10,15,17,20,18,21,19,13,17,16,17,14,12,15,11,21,20,14,16,12,10,17,24,16,13,1,2,0,5,1,1,2,2,0,2,0,0,2,2,1,1,0,2,1,3,1,1,0,1,3,0,0,1,1,1,3,1,0,2,1,0,0,1,2,3,1,1,2,0,1,1,0,1,0,1,0,1,4,1,2,3,0,0,1,0,1,3,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,2,0,1,3,2,0,0,0,2,1,1,2,1,1,0,2,0,0,3,2,1,0,2,4,0,1,0,5,1,2,1,2,1,1,0,1,1,1,1,2,1,1,0,1,0,1,2,1,1,1,1,0,1,0,3,0,2,2,0,3,1,2,2,1,0,2,2,2,1,0,0,1,2,0,1,1,1,0,4,2,2,2,1,1,0,1,1,0,0,2,1,0,0,3,1,0,0,1,1,1,1,0,0,1,0,2,2,1,0,1,1,1,1,3,0,0,0,0,0,4,1,2,1
Gene12,30,16,21,16,19,9,16,13,19,15,10,17,19,8,20,21,17,14,19,14,26,12,16,15,16,18,16,19,28,21,15,15,15,18,16,17,13,18,16,16,17,14,16,17,13,15,21,14,13,25,17,19,10,7,13,19,14,19,20,12,15,12,16,22,11,18,17,13,17,9,16,20,15,12,15,14,17,19,9,16,14,15,13,15,16,15,16,16,14,15,13,11,17,13,11,12,22,16,14,19,0,1,0,2,0,0,0,1,0,2,3,2,1,0,2,2,2,2,1,0,1,2,1,0,0,1,1,1,2,1,4,0,0,0,1,0,0,0,1,0,3,1,2,0,1,0,3,2,0,0,1,0,0,0,1,1,0,4,2,0,0,1,1,0,0,1,1,1,4,2,2,0,0,2,2,1,1,0,0,1,2,1,4,1,0,1,0,0,0,1,2,2,3,3,0,0,3,0,0,0,1,0,3,1,0,0,1,0,0,1,1,3,2,2,0,0,1,0,3,1,1,0,4,2,0,0,1,2,1,0,1,0,3,1,2,0,2,0,1,0,0,1,0,1,0,2,1,0,2,0,1,1,0,2,1,0,1,1,0,0,1,1,2,2,0,1,3,0,2,1,0,1,1,0,1,1,0,1,1,1,0,0,3,0,3,1,0,0,1,1,2,1,1,2,1,0,0,1,1,0
Gene13,10,9,12,15,21,17,18,13,16,21,16,20,15,18,13,17,19,24,16,9,18,12,14,19,20,21,15,23,13,18,15,10,14,9,19,11,14,16,25,19,13,17,17,24,19,10,17,18,14,15,13,20,20,16,18,18,12,12,11,8,14,20,19,11,23,19,20,17,12,8,23,16,10,19,11,19,20,19,22,13,14,17,21,13,21,11,9,17,14,16,13,18,15,15,20,14,16,19,15,22,3,3,2,0,0,2,0,1,1,0,2,0,1,0,1,1,2,1,3,1,0,0,1,0,1,0,0,3,2,0,1,0,2,0,1,1,2,1,1,2,1,0,1,3,1,1,1,2,1,2,3,1,0,0,1,1,2,1,1,1,1,1,1,2,2,0,1,1,0,0,0,3,0,2,1,0,2,1,1,3,3,0,0,2,3,1,2,0,0,0,1,1,1,1,2,1,2,1,1,0,0,1,0,1,1,2,1,2,0,2,3,0,0,1,0,0,2,1,0,1,3,3,1,3,0,0,2,2,0,1,2,1,0,1,0,1,1,1,2,1,0,1,1,3,1,1,0,0,1,0,3,1,2,1,0,0,1,0,2,1,1,2,0,1,1,3,1,2,1,1,1,0,4,1,1,1,2,1,1,1,3,0,2,0,0,1,0,1,2,1,1,2,2,2,1,1,0,1,0,0
Gene14,16,19,19,12,18,16,20,19,15,18,15,19,23,16,15,15,20,11,15,21,15,15,24,22,23,11,14,18,26,32,11,22,23,13,17,20,14,17,20,18,17,17,15,15,16,13,16,19,12,21,14,17,22,14,18,14,16,28,17,15,9,19,20,18,9,16,19,20,16,23,12,13,11,15,11,13,14,21,14,15,12,13,17,16,18,19,12,22,15,12,11,11,17,17,16,13,15,12,18,12,1,2,1,0,0,1,1,0,1,1,1,0,2,0,1,1,2,1,2,0,0,5,1,2,0,0,0,1,2,1,0,1,0,1,4,1,0,1,0,0,4,1,2,1,0,0,1,0,0,2,0,1,1,2,0,3,0,0,4,1,1,1,2,0,1,0,0,2,1,0,3,0,2,1,2,1,2,0,0,3,0,0,0,0,2,1,0,1,0,0,1,0,1,0,1,0,0,0,2,0,2,1,2,0,2,2,0,2,1,2,2,0,3,2,2,2,0,2,1,2,3,3,1,1,1,1,0,0,2,1,0,0,0,1,2,0,1,2,0,2,1,0,0,0,1,0,1,0,2,0,2,0,1,0,1,1,0,1,0,0,0,2,3,1,1,1,0,1,0,0,2,0,1,3,0,1,0,2,0,0,2,1,0,0,1,1,1,0,2,2,0,0,0,0,1,2,0,1,1,2
Gene15,14,17,20,17,13,12,22,12,12,9,15,12,17,21,15,17,12,14,11,23,19,10,19,11,18,22,19,17,19,14,18,14,8,15,18,11,9,23,20,15,12,17,15,15,15,19,13,14,10,20,10,15,10,12,15,20,14,16,16,21,15,19,12,18,16,10,16,13,21,13,13,13,19,17,22,14,14,13,17,14,21,18,16,18,16,14,24,21,14,13,18,11,16,15,16,23,16,17,13,12,1,0,1,1,1,2,2,0,1,0,1,2,1,1,2,0,1,1,0,1,1,1,4,1,1,1,1,0,1,0,0,1,0,1,3,1,1,0,2,1,1,2,2,2,0,0,2,1,0,0,2,0,2,3,0,1,1,2,0,0,1,1,1,0,0,1,1,0,1,1,0,1,2,1,1,1,1,0,0,2,1,0,2,1,2,3,0,2,1,0,0,0,1,1,1,1,0,2,0,3,1,1,2,0,0,1,1,0,0,1,0,0,2,4,2,3,1,0,2,1,2,1,2,1,0,1,1,0,1,2,1,1,1,1,1,1,1,0,2,2,0,0,0,0,0,1,2,1,0,1,2,0,1,0,0,1,0,1,0,0,1,1,3,3,2,2,0,2,1,0,0,1,1,0,0,1,0,1,2,0,1,2,0,1,2,0,1,1,1,1,2,1,0,1,5,0,2,1,0,1
Gene16,15,16,10,16,22,19,12,12,17,12,14,23,16,24,13,19,15,14,15,19,20,15,20,17,23,21,18,10,13,17,15,18,12,6,15,12,13,11,18,13,17,21,18,15,12,22,22,13,19,14,19,16,14,13,15,11,22,24,11,12,22,17,14,16,9,12,15,15,15,13,21,14,18,15,14,12,18,11,17,18,17,16,25,11,13,13,14,15,16,12,17,24,17,16,14,18,17,14,7,15,0,3,0,1,2,0,0,1,3,0,1,1,1,4,1,0,0,1,1,1,3,2,0,0,0,1,1,2,2,2,1,2,1,1,2,1,2,2,0,1,1,1,1,1,1,2,0,0,1,2,0,0,1,1,0,1,2,2,0,0,0,2,1,0,0,2,0,2,3,1,1,1,3,1,2,1,2,1,2,0,2,2,0,3,3,1,1,2,0,1,2,1,1,1,0,1,2,0,2,2,1,1,0,2,1,0,0,2,0,2,0,1,1,1,0,0,1,2,1,4,2,1,0,0,0,2,2,0,0,2,1,2,1,1,0,1,1,2,0,0,0,0,1,0,1,3,4,1,1,0,0,0,2,3,1,3,1,0,1,1,2,0,2,0,0,0,1,2,2,3,2,3,2,3,1,0,2,0,0,0,4,2,0,1,2,1,1,1,1,0,1,2,2,1,0,2,1,2,1,1
Gene17,18,18,8,14,15,14,22,14,17,17,13,19,20,16,16,12,13,17,18,16,18,22,15,21,14,8,20,15,23,18,24,15,13,18,20,19,22,20,16,19,19,19,13,17,18,14,14,15,19,9,13,20,13,17,17,17,19,11,11,19,15,14,13,15,22,18,12,13,15,17,11,18,18,14,20,14,12,22,16,10,22,12,10,19,19,14,12,9,15,11,14,20,13,15,18,16,12,12,16,15,1,1,1,1,1,0,0,2,0,2,1,0,1,1,0,1,1,2,0,1,2,1,3,0,1,3,2,1,3,0,0,1,1,2,1,0,1,2,0,0,1,1,2,1,3,0,0,0,0,1,1,1,1,2,2,1,0,2,2,2,1,1,1,2,0,2,3,2,2,2,1,2,1,0,0,0,0,0,1,0,1,1,1,1,0,2,1,0,2,0,0,0,1,0,2,0,1,2,2,1,2,0,1,1,2,0,2,1,1,0,0,3,0,0,0,0,0,2,1,2,1,2,3,2,1,1,2,2,1,0,1,2,2,1,1,0,2,0,1,2,0,2,2,1,1,1,0,2,3,0,0,0,2,3,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,3,2,0,1,1,0,1,0,1,1,2,2,0,2,1,1,1,0,0,3,1,1,0,2,2,1,0
Gene18,20,12,12,18,15,11,17,18,21,10,16,22,18,16,20,5,13,14,14,10,14,15,15,18,13,17,16,17,19,17,14,10,24,20,22,17,20,25,9,17,14,13,18,11,14,18,22,17,11,12,22,14,17,12,21,26,20,17,14,11,21,8,16,17,15,11,15,10,8,14,20,14,20,20,17,12,22,11,13,17,10,14,12,15,12,12,18,15,12,22,16,16,10,14,9,17,23,16,25,12,2,1,0,0,1,0,1,1,1,1,1,1,2,0,3,0,1,0,3,0,3,2,0,1,1,2,0,0,1,1,2,0,0,1,2,0,0,1,2,0,0,2,0,1,1,1,2,1,3,2,0,0,1,0,0,1,1,1,2,0,3,2,0,3,2,2,1,2,0,0,0,0,2,2,1,2,0,0,2,1,0,2,1,0,0,0,0,3,0,3,0,1,2,2,1,1,3,2,0,1,1,1,4,2,1,1,2,0,0,0,3,1,3,0,2,2,1,2,0,0,0,0,2,2,1,1,2,1,0,0,2,0,1,0,3,2,2,1,1,1,0,1,1,1,1,0,1,0,0,1,2,0,0,1,0,0,1,1,0,3,1,1,1,1,0,0,1,0,3,3,1,0,2,2,0,0,3,3,2,0,1,1,1,1,1,2,2,2,1,0,4,1,1,0,2,0,2,0,0,2
Gene19,18,9,20,17,18,6,10,16,13,13,13,27,13,20,20,13,14,12,20,15,9,20,10,13,18,17,15,16,22,11,21,15,19,12,15,15,20,17,14,22,15,18,12,16,16,13,19,16,16,18,16,11,22,19,16,23,13,18,14,18,18,15,14,24,15,15,14,18,14,12,26,26,12,18,12,12,13,18,19,11,17,15,18,24,17,22,12,21,11,23,21,10,15,20,14,18,14,19,13,10,0,1,0,1,1,2,0,2,3,1,0,1,1,0,1,2,1,1,2,2,2,3,2,1,1,2,1,1,1,0,0,2,2,2,0,1,3,1,0,1,1,2,1,0,2,0,2,1,1,0,1,1,1,1,3,0,1,0,0,1,0,2,2,0,1,2,1,0,1,2,1,0,0,0,0,0,0,2,2,1,1,2,2,1,1,3,1,1,0,0,1,1,1,1,0,0,2,1,0,1,2,2,2,1,0,0,1,1,3,1,0,0,0,3,1,2,0,0,1,0,2,0,1,1,3,0,2,2,0,1,0,3,0,0,0,1,0,1,2,2,3,2,1,2,0,1,0,1,2,2,0,1,0,0,0,0,0,2,1,1,2,2,0,2,3,0,0,2,1,1,1,1,0,0,0,2,1,0,0,0,0,0,2,0,1,0,3,1,0,2,0,1,1,3,1,0,0,0,0,3
Gene20,18,18,16,23,16,19,18,17,14,17,15,20,12,19,16,14,18,19,20,12,16,17,17,20,13,16,15,15,9,16,15,19,19,13,17,10,18,12,21,17,17,11,21,16,18,16,14,20,20,19,20,21,10,17,14,15,12,13,15,15,16,14,24,8,13,13,14,15,12,25,16,14,12,12,21,13,20,13,18,11,19,11,14,9,17,15,15,19,15,13,22,17,9,18,16,21,7,18,20,14,0,1,1,0,1,1,0,0,1,3,1,2,1,2,1,1,3,0,2,1,0,1,1,2,0,0,2,1,1,1,0,1,1,0,2,1,2,1,0,0,1,2,1,2,0,2,4,1,1,0,1,0,1,1,0,1,1,0,2,1,1,1,1,2,1,1,1,2,1,0,0,1,0,2,0,0,0,0,1,2,0,0,1,2,0,0,0,0,2,2,1,0,2,0,1,1,0,1,3,0,0,0,1,0,3,3,1,0,2,1,2,1,2,1,2,4,1,0,0,2,1,0,3,1,0,1,2,2,1,2,2,0,3,1,2,0,0,2,1,3,2,1,3,0,0,0,0,0,2,0,2,2,0,1,0,0,1,1,2,1,1,1,0,1,0,0,2,2,0,0,1,1,0,3,1,1,1,0,3,1,1,1,0,1,1,1,2,1,3,1,1,2,0,0,0,1,0,0,1,1
Gene21,12,22,13,18,14,22,18,17,16,12,18,14,15,17,15,20,9,14,18,18,15,18,14,14,15,21,13,12,10,13,21,13,22,19,14,14,15,14,14,17,17,22,24,14,18,12,14,23,9,13,12,9,9,26,13,11,25,19,17,9,15,12,6,14,17,16,22,15,15,21,12,20,19,33,17,13,17,18,16,15,19,13,10,11,14,15,20,14,17,14,13,17,17,13,14,17,14,21,15,15,2,0,2,1,0,2,3,1,2,2,0,2,0,1,1,1,0,1,2,0,2,2,2,0,0,1,3,2,0,0,0,0,1,3,2,0,2,1,3,1,0,1,3,2,1,1,1,1,0,0,0,4,1,1,0,1,1,1,3,0,1,0,0,3,0,1,0,1,0,1,1,0,2,0,1,3,0,2,0,0,4,1,0,1,1,1,0,1,1,0,1,1,2,0,1,3,2,1,0,1,0,0,2,1,2,0,0,2,0,1,1,0,0,2,0,0,1,1,1,0,2,2,1,0,2,2,0,0,1,0,1,1,2,1,1,0,2,1,0,0,1,0,2,0,2,1,1,1,0,1,1,0,0,2,1,2,0,2,1,0,0,3,0,1,1,0,3,2,1,0,1,3,1,2,0,1,0,1,0,1,0,0,0,3,0,3,0,1,0,1,0,1,0,3,1,1,0,1,1,1
Gene22,13,18,12,11,16,14,17,13,16,10,15,13,26,16,14,14,19,19,16,21,16,21,16,12,17,11,15,17,16,21,19,25,9,13,15,12,17,25,14,20,12,16,10,25,17,16,13,14,25,20,17,15,14,15,10,19,11,19,19,12,12,7,24,16,21,18,10,15,14,18,10,32,11,17,15,18,12,21,20,12,23,14,21,17,24,15,16,9,15,16,19,14,18,13,12,21,21,11,16,18,0,1,0,1,3,0,0,2,1,3,1,1,1,1,2,1,1,3,2,1,1,1,3,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,2,0,0,0,0,0,1,2,1,0,2,1,0,1,0,1,1,0,3,1,2,2,1,0,2,2,1,1,1,0,0,3,1,1,3,0,1,0,1,0,1,1,1,1,0,0,1,0,2,0,1,1,0,1,0,0,2,0,3,1,3,0,0,3,0,1,1,1,1,2,1,1,2,1,0,2,2,3,1,0,0,1,2,0,0,1,2,1,1,1,4,2,3,0,0,1,0,3,1,0,1,0,1,1,1,2,0,0,1,1,1,0,1,0,0,1,1,1,0,0,4,0,1,0,0,0,2,0,2,0,1,3,0,1,1,0,2,0,1,0,4,1,1,1,2,3,0,1,3,1,1,3,1,1,2,3,2,2,1,2,2,2
Gene23,18,19,25,11,18,16,21,15,16,21,12,11,20,28,21,11,16,20,16,18,19,14,19,13,12,10,22,12,14,15,12,22,13,22,29,25,20,28,18,18,16,16,19,10,13,13,10,15,15,10,15,11,12,12,16,24,21,14,16,20,13,18,21,14,15,14,15,17,14,15,8,15,30,11,15,18,15,7,21,15,9,10,16,11,23,22,22,19,17,18,17,18,14,21,7,10,13,18,21,11,0,1,0,2,1,0,2,0,3,1,0,0,0,2,1,3,0,1,0,1,2,2,0,4,1,1,2,2,1,0,1,0,0,1,0,1,1,0,2,0,0,2,0,0,0,0,0,2,0,1,1,1,0,1,3,1,0,1,2,1,1,1,1,0,1,1,2,3,1,1,0,3,0,3,4,0,0,0,0,2,0,1,0,2,0,1,1,0,0,1,1,2,0,2,2,1,3,1,0,1,1,0,2,5,0,2,1,2,2,1,1,0,0,0,3,2,0,1,1,2,3,2,1,2,1,2,0,0,1,1,0,2,0,1,2,2,2,0,2,2,1,1,1,1,0,1,0,2,0,1,1,0,2,1,0,2,1,3,2,2,1,2,4,1,2,2,1,3,3,0,0,0,1,1,1,0,0,1,1,0,1,1,4,1,3,0,1,0,2,4,1,0,0,0,2,1,2,2,0,1
Gene24,19,18,22,13,16,15,20,18,17,17,16,15,12,13,21,18,16,20,19,15,24,13,10,13,15,11,17,17,16,20,12,16,16,18,18,15,16,26,9,22,12,21,19,19,23,22,16,29,13,13,17,15,15,17,18,12,19,17,14,18,11,19,26,20,17,16,11,13,15,23,17,11,17,17,20,13,10,24,18,12,16,14,16,18,12,16,10,20,12,12,25,8,18,16,21,14,16,27,13,19,0,2,0,1,0,2,1,0,1,1,0,1,1,0,1,0,0,2,0,0,1,1,1,1,1,0,2,1,1,0,1,2,0,1,0,1,0,0,6,1,1,0,2,0,0,2,2,2,1,2,1,1,3,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,2,1,3,2,0,0,0,2,2,0,2,1,0,1,1,2,0,2,1,0,2,1,1,0,2,1,0,0,0,2,0,0,2,2,0,2,2,1,2,1,3,3,4,0,0,1,1,2,2,0,1,0,1,1,0,0,2,1,1,0,3,0,1,2,0,1,0,2,0,2,5,0,1,1,2,1,2,0,0,2,1,2,1,1,1,1,1,1,0,1,1,0,1,2,0,4,2,1,0,0,0,1,0,4,3,1,1,1,0,0,0,0,1,2,1,1,1,3,1,1,0,3,0,2,0,0,3,2,0,1,0
Gene25,19,19,27,19,13,19,10,16,21,16,14,11,12,18,19,15,10,17,16,20,16,12,9,24,11,16,20,12,12,17,23,14,19,20,14,15,22,17,14,9,21,17,16,9,22,23,13,14,16,22,14,15,22,18,14,17,13,18,18,13,8,25,16,26,12,18,15,18,25,18,16,19,17,15,21,14,13,12,20,20,16,17,11,19,14,20,13,22,9,13,12,17,20,14,25,13,20,22,18,20,2,2,0,0,3,1,1,1,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,2,1,1,1,1,1,3,1,2,2,0,2,2,0,0,0,2,2,1,1,2,1,0,0,1,0,0,0,0,1,1,0,1,1,3,1,2,2,1,1,1,0,1,2,1,2,4,1,1,0,2,1,1,2,0,0,0,0,0,2,1,0,2,0,2,2,0,0,0,0,1,1,2,1,0,1,0,1,2,0,2,1,2,1,0,3,1,0,2,1,0,1,0,3,0,1,2,3,1,1,2,0,1,0,4,2,1,0,2,0,1,0,1,1,1,0,2,1,2,0,0,2,0,0,0,2,1,2,0,2,0,0,2,1,2,0,2,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,2,0,4,1,0,0,3,5,1,2,4,0
Gene26,24,12,14,20,22,14,27,17,11,17,16,14,16,10,20,16,15,10,13,15,13,17,16,13,14,14,17,22,25,24,15,14,24,17,16,19,14,12,12,22,15,17,14,14,12,22,16,16,12,15,21,13,15,14,14,11,10,20,11,21,21,10,16,17,11,22,14,17,13,13,18,16,15,22,10,10,21,17,13,12,17,17,17,20,18,13,14,18,14,20,15,11,7,17,21,20,24,9,19,21,1,0,0,0,2,0,0,1,0,1,0,0,0,2,1,2,0,2,1,2,1,0,1,1,1,0,0,0,2,2,0,1,1,1,2,2,1,0,0,0,0,0,1,1,1,0,0,3,0,0,2,1,0,3,0,1,0,1,1,2,3,1,1,1,2,0,1,0,0,0,0,0,1,3,0,1,2,3,1,0,2,0,1,0,1,0,0,1,2,0,1,2,1,1,2,1,1,1,0,1,1,2,3,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,3,0,2,2,2,0,1,0,1,1,0,1,1,0,2,1,2,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,2,0,2,1,1,3,2,1,0,1,2,1,1,0,0,2,1,2,0,3,1,3,0,2,1,0,2,0,0,1,0,3,1,1
Gene27,16,13,17,15,10,21,20,22,12,8,15,15,19,14,8,11,11,17,13,16,14,23,8,14,18,17,18,19,9,17,14,6,11,15,9,20,17,18,6,16,13,19,12,13,11,21,19,14,10,15,23,13,13,15,22,10,20,17,18,16,17,15,20,22,18,17,13,16,18,21,12,24,21,13,16,12,25,11,21,13,9,9,15,13,11,16,19,20,7,15,12,14,19,23,17,26,16,22,15,16,1,1,2,2,0,1,1,1,4,1,0,1,1,1,0,2,2,2,1,1,1,0,0,4,1,0,1,0,0,1,1,1,0,3,0,0,1,0,2,0,0,0,2,1,1,0,2,1,1,1,0,1,2,3,1,0,2,2,3,0,1,0,1,1,2,2,0,1,2,0,2,0,2,1,2,2,0,0,1,1,2,1,2,0,2,0,0,0,1,0,0,1,1,1,2,1,0,1,1,1,2,1,1,2,1,0,0,1,2,3,1,0,0,0,3,1,0,1,2,2,1,2,0,2,0,2,0,0,1,1,1,2,0,0,1,0,2,0,0,0,0,0,0,0,0,2,1,1,2,2,0,0,1,3,0,2,0,3,2,0,1,1,1,0,0,3,0,1,1,2,2,1,2,1,2,2,1,4,0,0,0,3,1,1,2,0,3,1,0,1,0,1,1,1,1,3,1,2,0,0
Gene28,10,17,7,15,26,13,18,15,24,14,21,20,14,20,20,11,17,10,13,15,19,16,20,10,8,20,14,16,11,16,18,10,17,13,9,17,23,20,17,22,20,16,13,22,15,16,14,16,10,14,22,13,17,15,16,13,14,12,24,12,17,17,20,25,7,15,19,20,19,22,13,14,14,10,13,15,11,16,20,11,18,19,12,12,23,19,16,14,16,12,13,19,16,13,13,23,14,15,19,15,0,2,2,0,1,0,1,1,1,2,1,0,1,1,1,0,1,0,2,0,3,0,2,1,2,1,1,2,1,2,1,0,1,3,1,1,0,2,0,1,2,0,2,2,2,0,1,5,2,0,2,2,0,2,1,1,0,1,1,2,0,1,1,0,1,1,1,2,1,1,1,2,2,0,2,1,1,0,0,0,1,0,1,0,1,2,0,1,0,0,3,2,1,0,1,1,0,1,1,1,0,1,2,0,2,0,0,1,2,2,2,0,1,1,3,1,0,1,1,1,0,1,1,0,1,0,1,3,0,0,1,2,0,1,1,0,2,1,2,0,2,1,2,1,2,0,3,2,0,2,0,2,1,1,1,0,1,3,1,1,0,2,3,1,2,0,2,1,0,2,1,0,3,1,0,2,0,0,3,1,1,0,1,1,3,2,1,1,0,0,0,1,2,0,0,0,2,2,0,3
Gene29,12,13,19,19,18,24,16,10,16,21,17,9,18,17,17,14,10,19,13,12,17,22,20,17,20,19,13,22,26,14,11,17,15,11,20,13,17,11,16,17,12,17,13,18,23,14,14,20,14,17,25,15,20,15,20,22,13,14,20,14,12,18,17,21,11,12,18,21,20,15,16,17,18,16,10,19,18,17,11,16,14,11,20,15,13,11,20,16,13,8,8,17,11,11,13,17,15,18,13,21,0,0,0,1,0,0,0,1,0,3,2,0,1,0,2,1,1,1,1,1,1,0,1,1,1,2,1,0,0,1,1,0,2,0,1,1,0,0,0,2,2,1,0,1,0,0,0,0,0,1,0,1,0,0,2,0,1,2,4,1,0,0,2,0,3,0,2,0,0,1,1,1,2,2,1,1,3,0,3,0,2,5,0,2,0,3,3,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,1,0,0,2,1,1,1,0,0,1,0,1,0,2,1,1,0,1,0,0,1,1,1,0,2,1,2,1,2,4,0,0,1,0,1,0,2,2,3,1,3,2,2,3,1,0,1,0,1,0,0,1,1,2,4,1,0,3,0,0,2,1,0,2,0,1,0,0,2,0,1,3,0,0,2,1,2,2,2,1,0,0,0,1,0,0,1,1,0,0,2,0
Gene30,14,16,12,14,13,16,18,18,9,14,17,17,17,19,16,27,15,19,12,21,26,23,14,15,15,19,16,18,15,17,22,16,11,16,13,10,14,18,17,24,15,10,19,19,20,22,18,17,13,19,13,14,20,10,19,13,20,16,18,21,12,15,10,18,23,16,21,18,19,14,12,14,14,11,17,16,16,16,14,17,16,14,21,15,21,14,15,9,34,18,17,13,14,12,20,12,13,14,19,13,1,1,1,1,0,0,1,0,0,0,1,0,2,2,1,0,0,1,0,3,0,2,0,1,2,1,0,0,1,1,1,1,1,2,3,1,2,0,4,0,0,2,2,3,3,1,0,1,2,1,0,0,0,1,0,1,2,3,0,2,3,0,0,1,1,1,2,1,0,1,2,0,1,1,1,2,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,3,3,2,0,0,0,1,1,1,0,3,1,0,1,1,1,0,3,2,0,0,1,2,3,1,1,2,0,1,0,0,1,2,1,1,3,0,0,1,1,0,0,0,0,5,1,0,0,1,1,0,1,2,3,0,2,1,0,2,1,1,1,1,1,0,0,2,1,2,1,2,0,0,3,0,0,0,3,0,1,0,0,0,1,4,0,0,2,1,0,1,1,2,2,1,5,0,1,3,2,0,0,2
